,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_exploration_final_eps,params_exploration_fraction,params_gamma,params_learning_starts,params_lr,params_net_arch,params_target_update_interval,state
871,871,813.8936157226562,2021-06-17 03:19:56.394914,2021-06-17 03:22:07.533510,0 days 00:02:11.138596000,1024,100000,0.12653546045432723,0.17965497734493754,0.999,0,0.0006891036164059149,small,1500,PRUNED
872,872,586.4505615234375,2021-06-17 03:21:43.183153,2021-06-17 03:22:50.587537,0 days 00:01:07.404384000,128,50000,0.11224397226509404,0.18375026048845988,0.999,5000,0.000520469202044969,small,5000,PRUNED
873,873,3.319916009902954,2021-06-17 03:22:07.535383,2021-06-17 03:23:54.498692,0 days 00:01:46.963309000,1024,50000,0.19762002544017937,0.19354837453267856,0.999,5000,0.000545088154856093,small,5000,PRUNED
874,874,1423.8048095703125,2021-06-17 03:22:50.588796,2021-06-17 03:26:49.848141,0 days 00:03:59.259345000,1024,50000,0.15061960449588213,0.16463500107282786,0.999,5000,0.000384784684847599,small,1000,PRUNED
875,875,-6.983597278594971,2021-06-17 03:23:54.499641,2021-06-17 03:24:00.308240,0 days 00:00:05.808599000,1024,500000,0.11115659905336267,0.1686441438180942,0.999,20000,0.0003492485685282873,small,1000,PRUNED
876,876,58.53082275390625,2021-06-17 03:24:00.309344,2021-06-17 03:26:10.652743,0 days 00:02:10.343399000,1024,50000,0.1020951269808914,0.1464048287997557,0.999,0,0.0004077621004153226,small,1000,PRUNED
877,877,839.4771728515625,2021-06-17 03:25:56.747027,2021-06-17 03:27:37.502075,0 days 00:01:40.755048000,1024,50000,0.10245601503762382,0.1993521262187154,0.999,5000,0.0004184037960022822,small,1000,PRUNED
878,878,728.9701538085938,2021-06-17 03:26:10.654352,2021-06-17 03:27:48.580223,0 days 00:01:37.925871000,1024,50000,0.12562214999153618,0.20388657628753384,0.999,5000,0.001112796217340063,small,1000,PRUNED
879,879,864.230712890625,2021-06-17 03:26:49.850444,2021-06-17 03:29:04.441502,0 days 00:02:14.591058000,1024,50000,0.12592755658163277,0.19617930133841108,0.999,0,0.0010973364561925212,small,1000,PRUNED
880,880,1421.51171875,2021-06-17 03:27:37.503299,2021-06-17 03:32:05.326703,0 days 00:04:27.823404000,1024,50000,0.11773301883467158,0.20908269606649518,0.999,0,0.0011704654942931122,small,1500,PRUNED
881,881,871.18701171875,2021-06-17 03:27:48.581150,2021-06-17 03:29:19.795420,0 days 00:01:31.214270000,256,500000,0.09530895935929955,0.1879673203194151,0.999,0,0.00018743846150775893,small,1500,PRUNED
882,882,1410.6007080078125,2021-06-17 03:29:04.442710,2021-06-17 03:33:05.426191,0 days 00:04:00.983481000,256,500000,0.09571642673007735,0.21123608119336656,0.999,0,0.00020128706991441592,medium,1500,PRUNED
883,883,1433.7806396484375,2021-06-17 03:29:19.796966,2021-06-17 03:42:28.058145,0 days 00:13:08.261179000,1024,50000,0.1192750406730336,0.1289647637087496,0.95,0,0.0002760063276742034,medium,1,COMPLETE
884,884,1417.3262939453125,2021-06-17 03:32:05.328038,2021-06-17 03:39:06.042517,0 days 00:07:00.714479000,1024,50000,0.09758362413438813,0.21793004069240324,0.95,5000,0.0002799353919077495,medium,1000,PRUNED
885,885,706.1279296875,2021-06-17 03:33:05.427334,2021-06-17 03:34:59.101601,0 days 00:01:53.674267000,1024,50000,0.10565539575641213,0.2224032375261138,0.999,5000,0.0002768035837834986,small,1,PRUNED
886,886,10.263885498046875,2021-06-17 03:34:59.103845,2021-06-17 03:36:47.362448,0 days 00:01:48.258603000,1024,50000,0.13249959470257333,0.11185306833597652,0.95,1000,0.000317729341485401,small,1000,PRUNED
887,887,725.3212280273438,2021-06-17 03:36:47.363722,2021-06-17 03:38:39.507782,0 days 00:01:52.144060000,1024,50000,0.11524352595334615,0.24849656901823686,0.9999,0,0.00010473646027301516,small,1000,PRUNED
888,888,1437.2127685546875,2021-06-17 03:38:39.509110,2021-06-17 03:44:47.152835,0 days 00:06:07.643725000,1024,50000,0.08019603234394934,0.23249358722073438,0.999,5000,0.000481527238133257,small,1000,COMPLETE
889,889,-407.84381103515625,2021-06-17 03:39:06.044008,2021-06-17 03:39:11.999949,0 days 00:00:05.955941000,1024,100000,0.06442645291439632,0.13195474647921313,0.999,20000,0.0004785089522398087,small,200,PRUNED
890,890,1402.0634765625,2021-06-17 03:39:12.002055,2021-06-17 03:43:27.238056,0 days 00:04:15.236001000,1024,50000,0.08215605289608884,0.1888374661297333,0.999,0,0.0015307452471682635,small,1500,PRUNED
891,891,798.3480834960938,2021-06-17 03:42:28.060455,2021-06-17 03:44:07.540334,0 days 00:01:39.479879000,1024,50000,0.08042738554716265,0.23335443185821725,0.999,5000,0.00021408262131909105,small,1500,PRUNED
892,892,795.4125366210938,2021-06-17 03:43:27.239511,2021-06-17 03:45:06.513572,0 days 00:01:39.274061000,1024,50000,0.12239306228279724,0.23489872690154848,0.99,5000,0.0002263383569362961,small,1000,PRUNED
893,893,763.8961181640625,2021-06-17 03:44:07.541951,2021-06-17 03:45:45.294999,0 days 00:01:37.753048000,1024,50000,0.11001665147266192,0.36032244827790116,0.99,5000,0.0003371040437369685,small,1000,PRUNED
894,894,876.6278686523438,2021-06-17 03:44:47.154997,2021-06-17 03:46:55.467923,0 days 00:02:08.312926000,1024,50000,0.08027034922089898,0.2006490874648682,0.999,0,0.0005217679559884659,small,1000,PRUNED
895,895,815.5048217773438,2021-06-17 03:45:06.515664,2021-06-17 03:47:13.129896,0 days 00:02:06.614232000,1024,500000,0.0739185624798869,0.20564507577326627,0.999,0,0.0005696096989913638,small,1000,PRUNED
896,896,1423.1680908203125,2021-06-17 03:45:45.296317,2021-06-17 03:50:21.538042,0 days 00:04:36.241725000,1024,500000,0.07769364480296738,0.2062043112538005,0.9999,0,0.000578181282631253,small,1000,PRUNED
897,897,781.308349609375,2021-06-17 03:46:55.468900,2021-06-17 03:49:04.632071,0 days 00:02:09.163171000,1024,500000,0.08920930300229651,0.21959351571433258,0.999,1000,0.0006628778926706609,small,1000,PRUNED
898,898,797.3339233398438,2021-06-17 03:47:13.131041,2021-06-17 03:49:18.409242,0 days 00:02:05.278201000,1024,100000,0.08061251505758289,0.2236339442295771,0.999,1000,0.0007629839487706689,small,1500,PRUNED
899,899,830.3576049804688,2021-06-17 03:49:04.633233,2021-06-17 03:50:49.034704,0 days 00:01:44.401471000,256,100000,0.07958726343336069,0.17497329498473563,0.999,0,0.0009444081767511065,small,1500,PRUNED
900,900,-258.4686279296875,2021-06-17 03:49:18.411050,2021-06-17 03:51:01.854244,0 days 00:01:43.443194000,256,50000,0.07033735207930479,0.2800728577915732,0.999,0,0.0004936918487990302,small,1500,PRUNED
901,901,792.8091430664062,2021-06-17 03:50:21.539128,2021-06-17 03:52:27.009814,0 days 00:02:05.470686000,1024,50000,0.07002601387371175,0.4910642253589077,0.999,5000,0.0008301503717639469,small,1500,PRUNED
902,902,799.6019287109375,2021-06-17 03:50:49.036111,2021-06-17 03:52:05.634348,0 days 00:01:16.598237000,128,50000,0.0710545795852085,0.49078252207726814,0.999,5000,0.0001518752863816653,small,1000,PRUNED
903,903,828.0104370117188,2021-06-17 03:51:01.855387,2021-06-17 03:53:50.226648,0 days 00:02:48.371261000,128,50000,0.07457021390076615,0.15587232883480953,0.999,5000,0.00012483335949696597,small,1000,PRUNED
904,904,-6.983597278594971,2021-06-17 03:52:05.635736,2021-06-17 03:52:13.193909,0 days 00:00:07.558173000,1024,50000,0.08467149538598485,0.1547140659453987,0.999,20000,0.0007766085587575278,small,1000,PRUNED
905,905,1421.894287109375,2021-06-17 03:52:13.195207,2021-06-17 03:58:38.872216,0 days 00:06:25.677009000,1024,50000,0.07602280714600297,0.19355818301039657,0.999,5000,0.0013809200485552211,small,200,COMPLETE
906,906,1352.657958984375,2021-06-17 03:52:27.011259,2021-06-17 03:56:59.076229,0 days 00:04:32.064970000,1024,50000,0.08475225638960286,0.18720942477362895,0.999,0,0.00017457227661091542,small,200,PRUNED
907,907,741.3787231445312,2021-06-17 03:53:50.228032,2021-06-17 03:58:12.101450,0 days 00:04:21.873418000,1024,50000,0.08347536651779654,0.18986216761145258,0.999,0,0.0013679864180440287,small,200,PRUNED
908,908,-3.44077205657959,2021-06-17 03:56:59.077252,2021-06-17 04:01:31.777563,0 days 00:04:32.700311000,1024,50000,0.07471960868335578,0.21276379753322355,0.999,0,0.0014356835466901065,small,1000,PRUNED
909,909,1415.5841064453125,2021-06-17 03:58:12.102738,2021-06-17 04:02:17.019265,0 days 00:04:04.916527000,1024,50000,0.07651432947005235,0.2127218013457951,0.999,5000,0.00042501519572251095,small,1000,PRUNED
910,910,1094.8404541015625,2021-06-17 03:58:38.873777,2021-06-17 04:02:06.333873,0 days 00:03:27.460096000,512,50000,0.08633145355223153,0.21435347232375848,0.999,1000,0.00042818834677308965,small,1000,PRUNED
911,911,824.2861938476562,2021-06-17 04:01:31.778858,2021-06-17 04:03:11.463177,0 days 00:01:39.684319000,512,50000,0.08726928556011353,0.22755816515242194,0.999,1000,0.000410136301576004,small,1000,PRUNED
912,912,774.28955078125,2021-06-17 04:02:06.335163,2021-06-17 04:04:11.705623,0 days 00:02:05.370460000,1024,50000,0.09061838928137066,0.23145100619730885,0.995,0,0.00020596509587781972,small,1500,PRUNED
913,913,-147.59959411621094,2021-06-17 04:02:17.020219,2021-06-17 04:04:25.572185,0 days 00:02:08.551966000,1024,10000,0.08813217920423748,0.1660033640229072,0.995,0,0.00019715254044527032,small,10000,PRUNED
914,914,1435.739501953125,2021-06-17 04:03:11.464119,2021-06-17 04:10:12.600294,0 days 00:07:01.136175000,1024,50000,0.08000262558090973,0.17005886179993698,0.995,0,0.00023455139915382476,small,1500,COMPLETE
915,915,1405.0618896484375,2021-06-17 04:04:11.707208,2021-06-17 04:08:33.952266,0 days 00:04:22.245058000,1024,10000,0.0793123100516529,0.16964891575064853,0.999,0,0.00017325338590376365,small,1500,PRUNED
916,916,-0.41234463453292847,2021-06-17 04:04:25.574297,2021-06-17 04:05:32.589104,0 days 00:01:07.014807000,1024,50000,0.08153560708059372,0.24773457156074666,0.999,10000,0.00014389371011766983,small,1500,PRUNED
917,917,883.9782104492188,2021-06-17 04:05:32.590488,2021-06-17 04:07:12.354466,0 days 00:01:39.763978000,1024,500000,0.09233946055886708,0.2612456882967484,0.999,5000,0.00023707546654914773,small,1000,PRUNED
918,918,757.429443359375,2021-06-17 04:07:12.355791,2021-06-17 04:09:29.855848,0 days 00:02:17.500057000,1024,50000,0.08243500569561246,0.1974465237898791,0.999,0,0.0005925682094473086,small,1000,PRUNED
919,919,-10.92981243133545,2021-06-17 04:08:33.953523,2021-06-17 04:08:41.255710,0 days 00:00:07.302187000,1024,50000,0.027213854312157393,0.2258542139936917,0.98,20000,0.0005809450184486234,small,1000,PRUNED
920,920,832.6312255859375,2021-06-17 04:08:41.257740,2021-06-17 04:09:57.495161,0 days 00:01:16.237421000,256,100000,0.0930111760571592,0.1985614292347013,0.9,5000,0.0010136970932818747,small,1000,PRUNED
921,921,808.630126953125,2021-06-17 04:09:29.857393,2021-06-17 04:10:47.426734,0 days 00:01:17.569341000,256,100000,0.09196693375965513,0.2392073101748637,0.9,5000,0.0010116725289357165,small,1000,PRUNED
922,922,792.7057495117188,2021-06-17 04:09:57.496458,2021-06-17 04:11:35.179778,0 days 00:01:37.683320000,1024,50000,0.0847380405189734,0.18101662670269322,0.95,5000,0.00033918659606760603,small,1500,PRUNED
923,923,1400.8253173828125,2021-06-17 04:10:12.602156,2021-06-17 04:14:00.633487,0 days 00:03:48.031331000,1024,50000,0.0770324728285854,0.18415046736078042,0.995,0,0.0003510031780877943,small,1500,PRUNED
924,924,881.3977661132812,2021-06-17 04:10:47.428067,2021-06-17 04:14:25.028202,0 days 00:03:37.600135000,1024,50000,0.08131741851934764,0.15103072738968304,0.995,0,0.00032490606328854023,medium,1500,PRUNED
925,925,800.6044311523438,2021-06-17 04:11:35.181163,2021-06-17 04:15:14.261176,0 days 00:03:39.080013000,1024,50000,0.07634011715292958,0.15846231412211043,0.995,0,0.00029448678218578527,medium,1500,PRUNED
926,926,805.7271118164062,2021-06-17 04:14:00.634574,2021-06-17 04:17:42.236925,0 days 00:03:41.602351000,1024,50000,0.07463248066000525,0.16903187257260016,0.995,0,0.0002653148848281811,medium,1500,PRUNED
927,927,1399.8878173828125,2021-06-17 04:14:25.029387,2021-06-17 04:18:23.122684,0 days 00:03:58.093297000,1024,500000,0.0729194616578989,0.16710522950667622,0.999,0,0.00026272603063382015,small,1500,PRUNED
928,928,1434.709716796875,2021-06-17 04:15:14.262712,2021-06-17 04:21:40.670737,0 days 00:06:26.408025000,1024,500000,0.08095698094487189,0.16314909290364907,0.999,0,0.00026174586911279597,small,1500,COMPLETE
929,929,803.1693115234375,2021-06-17 04:17:42.238893,2021-06-17 04:19:51.158693,0 days 00:02:08.919800000,1024,500000,0.08068897094351073,0.17484597506432545,0.995,0,0.0002450722615064004,small,1500,PRUNED
930,930,1426.76904296875,2021-06-17 04:18:23.124016,2021-06-17 04:22:43.721758,0 days 00:04:20.597742000,1024,50000,0.08089725765109285,0.1487017191757574,0.995,0,0.0004441686507133391,small,1500,PRUNED
931,931,-261.47137451171875,2021-06-17 04:19:51.160064,2021-06-17 04:21:56.247833,0 days 00:02:05.087769000,1024,50000,0.07210680345931421,0.16207867800175174,0.995,0,0.00034868489915782343,small,1500,PRUNED
932,932,653.4236450195312,2021-06-17 04:21:40.672935,2021-06-17 04:23:47.044482,0 days 00:02:06.371547000,1024,500000,0.07870761859289443,0.1447936670670279,0.995,0,0.0003662376368707549,small,1500,PRUNED
933,933,1395.895751953125,2021-06-17 04:21:56.249164,2021-06-17 04:26:13.845838,0 days 00:04:17.596674000,1024,500000,0.07807444064583145,0.14900745487286238,0.999,0,0.00029361797127153643,small,1500,PRUNED
934,934,820.0119018554688,2021-06-17 04:22:43.724072,2021-06-17 04:24:52.855814,0 days 00:02:09.131742000,1024,500000,0.06791764551156415,0.14361161781357173,0.995,0,0.0002767257290683987,small,1500,PRUNED
935,935,697.5400390625,2021-06-17 04:23:47.046200,2021-06-17 04:25:53.732645,0 days 00:02:06.686445000,1024,500000,0.08766945316414718,0.15719182119952424,0.995,0,0.00027652998366090557,small,1500,PRUNED
936,936,-69.11489868164062,2021-06-17 04:24:52.857400,2021-06-17 04:27:00.194795,0 days 00:02:07.337395000,1024,500000,0.07585220762924132,0.16279412879375266,0.995,0,0.00047532060326012365,small,1500,PRUNED
937,937,1430.277099609375,2021-06-17 04:25:53.734431,2021-06-17 04:30:30.468657,0 days 00:04:36.734226000,1024,500000,0.08222915193180011,0.16351737419496126,0.995,0,0.0002936737424810546,small,1500,PRUNED
938,938,1417.304443359375,2021-06-17 04:26:13.847137,2021-06-17 04:30:55.650643,0 days 00:04:41.803506000,1024,500000,0.07819969564061408,0.15666771048803396,0.995,0,0.00047275080674160475,small,1500,PRUNED
939,939,620.1613159179688,2021-06-17 04:27:00.196448,2021-06-17 04:28:42.604918,0 days 00:01:42.408470000,512,500000,0.07536715527842236,0.17396583279312758,0.999,0,0.00023933106436661587,small,1500,PRUNED
940,940,1404.660400390625,2021-06-17 04:28:42.607886,2021-06-17 04:32:17.001810,0 days 00:03:34.393924000,256,500000,0.0849559130717891,0.15718581668124554,0.999,0,0.00037150581950896915,small,1500,PRUNED
941,941,777.5394897460938,2021-06-17 04:30:30.470748,2021-06-17 04:32:30.312085,0 days 00:01:59.841337000,256,500000,0.08430083005549137,0.17056885399222466,0.999,0,0.00038519444633002497,small,1500,PRUNED
942,942,764.941650390625,2021-06-17 04:30:55.652159,2021-06-17 04:32:50.901292,0 days 00:01:55.249133000,256,500000,0.08591916393847505,0.16814307508255807,0.999,0,0.00038287574401025073,small,1500,PRUNED
943,943,-313.5275573730469,2021-06-17 04:32:17.003384,2021-06-17 04:34:31.497868,0 days 00:02:14.494484000,1024,500000,0.07376736937769736,0.13946265934376606,0.999,0,0.0007495146024392352,small,1500,PRUNED
944,944,851.4017944335938,2021-06-17 04:32:30.313281,2021-06-17 04:34:39.664326,0 days 00:02:09.351045000,1024,500000,0.07894848287720967,0.14045182480588975,0.999,0,0.0002444782027362165,small,1500,PRUNED
945,945,812.332275390625,2021-06-17 04:32:50.902576,2021-06-17 04:35:02.170860,0 days 00:02:11.268284000,1024,500000,0.07818599523981076,0.13433261137792218,0.999,0,0.0020410156484867723,small,1500,PRUNED
946,946,883.389892578125,2021-06-17 04:34:31.499898,2021-06-17 04:36:39.372036,0 days 00:02:07.872138000,1024,500000,0.07872893401130614,0.17938334396230388,0.999,0,0.0002468757418332808,small,1500,PRUNED
947,947,-159.59352111816406,2021-06-17 04:34:39.665335,2021-06-17 04:36:49.254768,0 days 00:02:09.589433000,1024,500000,0.082724131774897,0.16780904357509005,0.999,0,0.0017273808028807158,small,1500,PRUNED
948,948,-244.32177734375,2021-06-17 04:35:02.172418,2021-06-17 04:39:25.164942,0 days 00:04:22.992524000,1024,500000,0.13073898952056348,0.1868285600265844,0.999,0,0.0005011677214698487,small,1500,PRUNED
949,949,-300.1675720214844,2021-06-17 04:36:39.373493,2021-06-17 04:38:48.032617,0 days 00:02:08.659124000,1024,500000,0.123024705757807,0.17735030826439713,0.999,0,0.00031809272277337096,small,1500,PRUNED
950,950,855.006591796875,2021-06-17 04:36:49.255896,2021-06-17 04:39:00.339993,0 days 00:02:11.084097000,1024,100000,0.12969642574395995,0.17794087314715618,0.999,0,0.0005071652366997363,small,1500,PRUNED
951,951,1417.078857421875,2021-06-17 04:38:48.034754,2021-06-17 04:43:13.722626,0 days 00:04:25.687872000,1024,100000,0.08374763390191799,0.18135025779122863,0.999,0,0.0011601130715929123,small,1500,PRUNED
952,952,868.44189453125,2021-06-17 04:39:00.341264,2021-06-17 04:41:04.715045,0 days 00:02:04.373781000,1024,500000,0.1203945942483302,0.18230627501312383,0.999,0,0.0003272695706048818,small,1500,PRUNED
953,953,802.0338134765625,2021-06-17 04:39:25.167049,2021-06-17 04:41:35.403701,0 days 00:02:10.236652000,1024,100000,0.07188395027297757,0.14959408633521168,0.999,0,0.0003234916134001746,small,1500,PRUNED
954,954,880.2908325195312,2021-06-17 04:41:04.716423,2021-06-17 04:42:47.815599,0 days 00:01:43.099176000,512,100000,0.07190800884740152,0.1516454855364227,0.995,0,0.001205942011884486,small,1500,PRUNED
955,955,839.4891967773438,2021-06-17 04:41:35.406136,2021-06-17 04:43:42.725308,0 days 00:02:07.319172000,1024,50000,0.17972575148910638,0.15936707525804203,0.995,0,0.00021946515334837237,small,1500,PRUNED
956,956,836.9683227539062,2021-06-17 04:42:47.817099,2021-06-17 04:44:55.945343,0 days 00:02:08.128244000,1024,50000,0.1357575145506986,0.16387494508294756,0.999,0,0.0006957374182240723,small,1500,PRUNED
957,957,812.7494506835938,2021-06-17 04:43:13.723794,2021-06-17 04:45:17.270364,0 days 00:02:03.546570000,1024,50000,0.11701507948399806,0.16658353324576652,0.999,0,0.0007006271903365458,small,1500,PRUNED
958,958,-405.6640319824219,2021-06-17 04:43:42.726534,2021-06-17 04:45:57.354054,0 days 00:02:14.627520000,1024,50000,0.11689773582013706,0.17375445643797147,0.999,0,0.007671842530475805,small,1500,PRUNED
959,959,-0.24250589311122894,2021-06-17 04:44:55.946327,2021-06-17 04:47:09.615182,0 days 00:02:13.668855000,1024,50000,0.11693330465191071,0.17103371407574788,0.95,0,5.64654411652105e-05,small,1500,PRUNED
960,960,-2.020153760910034,2021-06-17 04:45:17.271762,2021-06-17 04:46:41.090801,0 days 00:01:23.819039000,128,500000,0.12407097518264337,0.19001604960896068,0.95,0,0.000921803005870449,small,10000,PRUNED
961,961,649.5303955078125,2021-06-17 04:45:57.355053,2021-06-17 04:48:09.435524,0 days 00:02:12.080471000,1024,500000,0.12432154046951707,0.19262685968893095,0.95,0,0.0002140077501758644,small,5000,PRUNED
962,962,3.425326347351074,2021-06-17 04:46:41.092093,2021-06-17 04:48:52.004140,0 days 00:02:10.912047000,1024,50000,0.08473568358746714,0.19386738167219317,0.999,0,0.0002442534635298944,small,5000,PRUNED
